date,strategy,distributor_id,product,quotation_eur_per_litre,inventory_before_litres,purchase_litres,purchase_spend_eur,selected_cover_days,operational_required_litres,discretionary_litres,signal_score,signal_confidence,expected_change_eur_per_litre_day,observed_price_percentile,candidates_evaluated,selected_expected_cost_eur,required_only_expected_cost_eur,expected_advantage_eur,downside_cost_eur,patterns_used,caveats,reason
2026-06-17,AS_IS,368319,Verde,1.384,7618.817008949127,0.0,0.0,1.0,0.0,0.0,0.030837004405286365,0.6000000000000001,0.0002590308370044055,0.0,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-17,AS_IS,368320,Diesel,1.478,46600.367732913845,0.0,0.0,1.0,0.0,0.0,0.030837004405286365,0.6000000000000001,0.0002775330396475773,0.0,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-17,AS_IS,368320,Verde,1.384,13303.352515736471,0.0,0.0,1.0,0.0,0.0,0.030837004405286365,0.6000000000000001,0.0002590308370044055,0.0,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-17,AS_IS,368321,Diesel,1.478,9122.40343726567,0.0,0.0,1.0,0.0,0.0,0.030837004405286365,0.6000000000000001,0.0002775330396475773,0.0,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-17,AS_IS,368321,Verde,1.384,8449.012241432312,0.0,0.0,1.0,0.0,0.0,0.030837004405286365,0.6000000000000001,0.0002590308370044055,0.0,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-17,AS_IS,368322,Diesel,1.478,13039.09709799414,0.0,0.0,1.0,0.0,0.0,0.030837004405286365,0.6000000000000001,0.0002775330396475773,0.0,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-17,AS_IS,368322,Verde,1.384,9181.901023431423,0.0,0.0,1.0,0.0,0.0,0.030837004405286365,0.6000000000000001,0.0002590308370044055,0.0,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368318,Diesel,1.465,16310.23739238428,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.003213260672116257,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368318,Verde,1.375,7781.284998683539,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.002639464123524069,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368319,Diesel,1.465,8777.3799233173,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.003213260672116257,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368319,Verde,1.375,7178.680588456058,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.002639464123524069,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368320,Diesel,1.465,45373.72462646737,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.003213260672116257,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368320,Verde,1.375,12483.404094125459,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.002639464123524069,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368321,Diesel,1.465,8644.460993413799,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.003213260672116257,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368321,Verde,1.375,8091.2532952336915,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.002639464123524069,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368322,Diesel,1.465,12483.480695578608,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.003213260672116257,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-18,AS_IS,368322,Verde,1.375,8678.505715674524,0.0,0.0,1.0,0.0,0.0,-0.3623978201634877,0.6333333333333333,-0.002639464123524069,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 2 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368318,Diesel,1.445,13955.950256598173,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003953488372093022,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368318,Verde,1.36,6473.346646072674,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003689922480620154,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368319,Diesel,1.445,8383.393330495626,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003953488372093022,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368319,Verde,1.36,6695.27442419071,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003689922480620154,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368320,Diesel,1.445,44034.97163767555,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003953488372093022,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368320,Verde,1.36,11609.512999233086,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003689922480620154,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368321,Diesel,1.445,8104.4129593838925,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003953488372093022,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368321,Verde,1.36,7705.76924153959,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003689922480620154,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368322,Diesel,1.445,11855.691936031775,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003953488372093022,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-19,AS_IS,368322,Verde,1.36,8196.907168766365,0.0,0.0,1.0,0.0,0.0,-0.39534883720930225,0.6666666666666666,-0.003689922480620154,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368318,Diesel,1.415,11707.840075092876,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.004499469214437367,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368318,Verde,1.353,5148.137675644144,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.0029567940552016982,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368319,Diesel,1.415,7955.332531697828,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.004499469214437367,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368319,Verde,1.353,6056.867549259561,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.0029567940552016982,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368320,Diesel,1.415,42480.76150404869,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.004499469214437367,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368320,Verde,1.353,10652.479955580331,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.0029567940552016982,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368321,Diesel,1.415,7536.759696539012,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.004499469214437367,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368321,Verde,1.353,7298.27751028308,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.0029567940552016982,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368322,Diesel,1.415,11208.404931964455,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.004499469214437367,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-20,AS_IS,368322,Verde,1.353,7719.355875446529,0.0,0.0,3.0,0.0,0.0,-0.3673036093418258,0.7000000000000001,-0.0029567940552016982,0.0,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368318,Diesel,1.425,5736.349106355129,0.0,0.0,1.0,0.0,0.0,0.22190201729106634,0.6,0.001997118155619597,0.1282051282051282,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 1 | P07 price percentile 0.13,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368318,Verde,1.358,1677.7507096353363,0.0,0.0,1.0,0.0,0.0,0.8854625550660765,0.6000000000000001,0.004781497797356813,0.11111111111111385,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.11,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368319,Diesel,1.425,6903.936556659463,0.0,0.0,1.0,0.0,0.0,0.22190201729106634,0.6,0.001997118155619597,0.1282051282051282,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 1 | P07 price percentile 0.13,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368319,Verde,1.358,4718.711549724176,0.0,0.0,1.0,0.0,0.0,0.8854625550660765,0.6000000000000001,0.004781497797356813,0.11111111111111385,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.11,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368320,Diesel,1.425,38660.48476897283,0.0,0.0,1.0,0.0,0.0,0.22190201729106634,0.6,0.001997118155619597,0.1282051282051282,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 1 | P07 price percentile 0.13,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368320,Verde,1.358,8487.715641576287,0.0,0.0,1.0,0.0,0.0,0.8854625550660765,0.6000000000000001,0.004781497797356813,0.11111111111111385,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.11,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368321,Diesel,1.425,6280.688351956364,0.0,0.0,1.0,0.0,0.0,0.22190201729106634,0.6,0.001997118155619597,0.1282051282051282,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 1 | P07 price percentile 0.13,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368321,Verde,1.358,6291.697193644826,0.0,0.0,1.0,0.0,0.0,0.8854625550660765,0.6000000000000001,0.004781497797356813,0.11111111111111385,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.11,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368322,Diesel,1.425,9578.342541728,0.0,0.0,1.0,0.0,0.0,0.22190201729106634,0.6,0.001997118155619597,0.1282051282051282,0,0.0,0.0,0.0,0.0,P01 falling | P02 streak 1 | P07 price percentile 0.13,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-23,AS_IS,368322,Verde,1.358,6456.9751702515605,0.0,0.0,1.0,0.0,0.0,0.8854625550660765,0.6000000000000001,0.004781497797356813,0.11111111111111385,0,0.0,0.0,0.0,0.0,P02 streak 1 | P07 price percentile 0.11,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368318,Diesel,1.432,3803.6628224305077,0.0,0.0,1.0,0.0,0.0,0.8610354223433253,0.6333333333333333,0.007634514078110817,0.21794871794871654,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.22,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368318,Verde,1.368,603.4522941342268,540.9642916811251,740.0391510197792,1.0,540.9642916811251,0.0,0.7874659400544938,0.6333333333333333,0.004737920072661204,0.33333333333333665,0,740.0391510197792,740.0391510197792,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.33,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368319,Diesel,1.432,6478.801375220884,0.0,0.0,1.0,0.0,0.0,0.8610354223433253,0.6333333333333333,0.007634514078110817,0.21794871794871654,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.22,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368319,Verde,1.368,4337.5285586733025,0.0,0.0,1.0,0.0,0.0,0.7874659400544938,0.6333333333333333,0.004737920072661204,0.33333333333333665,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.33,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368320,Diesel,1.432,37460.85250188668,0.0,0.0,1.0,0.0,0.0,0.8610354223433253,0.6333333333333333,0.007634514078110817,0.21794871794871654,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.22,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368320,Verde,1.368,7791.068157312759,0.0,0.0,1.0,0.0,0.0,0.7874659400544938,0.6333333333333333,0.004737920072661204,0.33333333333333665,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.33,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368321,Diesel,1.432,5803.091789222034,0.0,0.0,1.0,0.0,0.0,0.8610354223433253,0.6333333333333333,0.007634514078110817,0.21794871794871654,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.22,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368321,Verde,1.368,5940.709435077139,0.0,0.0,1.0,0.0,0.0,0.7874659400544938,0.6333333333333333,0.004737920072661204,0.33333333333333665,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.33,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368322,Diesel,1.432,9017.439639722139,0.0,0.0,1.0,0.0,0.0,0.8610354223433253,0.6333333333333333,0.007634514078110817,0.21794871794871654,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.22,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-24,AS_IS,368322,Verde,1.368,6038.876193682982,0.0,0.0,1.0,0.0,0.0,0.7874659400544938,0.6333333333333333,0.004737920072661204,0.33333333333333665,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 2 | P07 price percentile 0.33,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368318,Diesel,1.44,1746.5864987394084,607.7006370466993,875.0889173472469,1.0,607.7006370466993,0.0,0.8062015503875977,0.6666666666666666,0.006987080103359179,0.3205128205128191,0,875.0889173472469,875.0889173472469,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.32,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368318,Verde,1.374,0.0,1307.9383526108647,1797.1072964873283,1.0,1307.9383526108647,0.0,0.7178294573643389,0.6666666666666666,0.004306976744186033,0.4666666666666703,0,1797.1072964873283,1797.1072964873283,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.47,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368319,Diesel,1.44,6081.316479976762,0.0,0.0,1.0,0.0,0.0,0.8062015503875977,0.6666666666666666,0.006987080103359179,0.3205128205128191,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.32,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368319,Verde,1.374,3897.392138180234,0.0,0.0,1.0,0.0,0.0,0.7178294573643389,0.6666666666666666,0.004306976744186033,0.4666666666666703,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.47,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368320,Diesel,1.44,36234.2093954402,0.0,0.0,1.0,0.0,0.0,0.8062015503875977,0.6666666666666666,0.006987080103359179,0.3205128205128191,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.32,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368320,Verde,1.374,6971.119735701746,0.0,0.0,1.0,0.0,0.0,0.7178294573643389,0.6666666666666666,0.004306976744186033,0.4666666666666703,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.47,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368321,Diesel,1.44,5325.149345370164,0.0,0.0,1.0,0.0,0.0,0.8062015503875977,0.6666666666666666,0.006987080103359179,0.3205128205128191,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.32,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
2026-06-25,AS_IS,368321,Verde,1.374,5582.950488878518,0.0,0.0,1.0,0.0,0.0,0.7178294573643389,0.6666666666666666,0.004306976744186033,0.4666666666666703,0,0.0,0.0,0.0,0.0,P01 rising | P02 streak 3 | P07 price percentile 0.47,"Pattern confidence is detection confidence, not validated predictive probability.",Operational minimum required to cover demand until the next observed quotation
